IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
129.151.64.250,8080,8080,false,LHR,Europe,London,171,3.81
130.162.182.35,2053,0,true,LHR,Europe,London,162,3.81
132.145.43.27,2082,2082,false,LHR,Europe,London,190,3.81
129.151.66.130,2087,0,true,LHR,Europe,London,172,3.81
140.238.96.182,2087,0,true,LHR,Europe,London,190,3.81
132.226.234.42,2052,2052,false,NRT,Asia Pacific,Tokyo,319,3.81
140.238.77.64,80,80,false,LHR,Europe,London,160,3.81
130.61.31.47,8080,8080,false,FRA,Europe,Frankfurt,335,3.81
141.147.68.89,2096,0,true,LHR,Europe,London,192,3.81
138.2.167.1,8080,0,false,FRA,Europe,Frankfurt,233,3.81
146.56.133.119,80,80,false,NRT,Asia Pacific,Tokyo,109,3.81
141.147.82.63,2052,2052,false,LHR,Europe,London,161,3.81
138.2.46.2,2052,0,false,KIX,Asia Pacific,Osaka,79,3.81
129.151.91.164,2087,0,true,LHR,Europe,London,172,3.81
132.145.22.125,2087,0,true,LHR,Europe,London,161,3.81
132.226.236.208,2095,2095,false,NRT,Asia Pacific,Tokyo,355,3.81
130.162.176.127,2087,0,true,LHR,Europe,London,295,3.81
193.122.11.176,80,0,false,FRA,Europe,Frankfurt,357,3.81
193.122.112.159,8443,0,true,NRT,Asia Pacific,Tokyo,128,3.81
193.122.115.179,8443,0,true,NRT,Asia Pacific,Tokyo,135,3.81
193.122.110.132,2087,0,true,NRT,Asia Pacific,Tokyo,175,3.81
158.180.78.195,2095,2095,false,NRT,Asia Pacific,Tokyo,107,3.81
132.145.29.181,8080,8080,false,LHR,Europe,London,178,3.81
134.65.57.79,8880,8880,false,LHR,Europe,London,172,3.81
158.101.170.204,8443,0,true,FRA,Europe,Frankfurt,156,3.81
129.151.73.74,2095,2095,false,LHR,Europe,London,172,3.81
152.67.213.120,8880,0,false,NRT,Asia Pacific,Tokyo,120,3.81
193.122.113.232,8443,0,true,NRT,Asia Pacific,Tokyo,147,3.81
150.230.100.108,8880,0,false,NRT,Asia Pacific,Tokyo,400,3.81
140.238.102.25,2096,0,true,LHR,Europe,London,230,3.81
129.151.84.155,2053,0,true,LHR,Europe,London,173,3.80
130.162.177.49,2096,0,true,LHR,Europe,London,182,3.80
129.151.65.32,2087,0,true,LHR,Europe,London,193,3.80
140.238.208.131,8443,0,true,MXP,Europe,Milan,188,3.80
152.67.203.194,2082,2082,false,NRT,Asia Pacific,Tokyo,113,3.80
141.147.84.5,2095,2095,false,LHR,Europe,London,160,3.80
207.127.93.236,2086,2086,false,OSL,Europe,Oslo,207,3.80
130.61.15.118,80,80,false,FRA,Europe,Frankfurt,336,3.80
130.61.191.87,8880,0,false,FRA,Europe,Frankfurt,333,3.80
207.127.95.155,80,80,false,OSL,Europe,Oslo,207,3.80
130.61.23.8,2086,2086,false,FRA,Europe,Frankfurt,327,3.80
152.67.71.6,2095,0,false,MXP,Europe,Milan,274,3.80
129.154.206.175,2082,2082,false,NRT,Asia Pacific,Tokyo,114,3.80
132.226.235.105,8443,8443,true,NRT,Asia Pacific,Tokyo,318,3.80
130.162.163.139,443,80,true,LHR,Europe,London,202,3.80
129.151.70.52,2082,2082,false,LHR,Europe,London,171,3.80
207.127.89.235,2087,0,true,ARN,Europe,Stockholm,199,3.80
140.238.214.59,443,0,true,MXP,Europe,Milan,194,3.80
158.101.168.10,2053,0,true,FRA,Europe,Frankfurt,355,3.80
158.101.173.130,80,80,false,FRA,Europe,Frankfurt,348,3.80
144.24.75.185,2052,2052,false,NRT,Asia Pacific,Tokyo,113,3.80
132.226.236.208,2086,2086,false,NRT,Asia Pacific,Tokyo,333,3.80
155.248.162.45,8880,8880,false,NRT,Asia Pacific,Tokyo,363,3.80
129.154.210.82,8880,8880,false,NRT,Asia Pacific,Tokyo,107,3.80
64.110.100.253,443,0,true,KIX,Asia Pacific,Osaka,117,3.80
140.238.99.26,443,80,true,LHR,Europe,London,179,3.80
150.230.97.0,2086,2086,false,NRT,Asia Pacific,Tokyo,413,3.80
146.56.130.128,80,80,false,NRT,Asia Pacific,Tokyo,110,3.80
132.226.5.242,2096,0,true,NRT,Asia Pacific,Tokyo,337,3.80
152.67.148.249,2096,0,true,LHR,Europe,London,218,3.80
129.151.68.187,2086,2086,false,LHR,Europe,London,172,3.80
132.145.27.155,2053,0,true,LHR,Europe,London,231,3.80
152.67.221.103,2095,2095,false,NRT,Asia Pacific,Tokyo,107,3.79
130.61.106.87,8880,8880,false,FRA,Europe,Frankfurt,177,3.79
150.230.97.0,2083,2083,true,NRT,Asia Pacific,Tokyo,384,3.79
155.248.180.248,2095,2095,false,NRT,Asia Pacific,Tokyo,363,3.79
132.145.27.109,2096,0,true,LHR,Europe,London,204,3.79
140.238.208.41,8443,0,true,CDG,Europe,Paris,188,3.79
129.151.72.68,2082,2082,false,LHR,Europe,London,171,3.79
129.154.61.209,8080,8080,false,NRT,Asia Pacific,Tokyo,110,3.79
129.151.95.53,8880,8880,false,LHR,Europe,London,171,3.79
129.154.202.202,80,80,false,NRT,Asia Pacific,Tokyo,111,3.79
207.127.91.245,2095,2095,false,ARN,Europe,Stockholm,182,3.79
132.226.227.232,2095,2095,false,NRT,Asia Pacific,Tokyo,328,3.79
140.238.210.100,2095,0,false,MXP,Europe,Milan,175,3.79
129.151.81.169,2082,2082,false,LHR,Europe,London,171,3.79
130.61.103.4,2053,0,true,FRA,Europe,Frankfurt,235,3.79
140.238.98.60,80,80,false,LHR,Europe,London,161,3.79
141.147.84.210,2052,2052,false,LHR,Europe,London,196,3.79
140.238.97.129,2053,0,true,LHR,Europe,London,206,3.79
130.61.130.218,2052,2052,false,FRA,Europe,Frankfurt,276,3.79
129.159.244.97,2053,0,true,FRA,Europe,Frankfurt,154,3.79
141.147.82.120,8443,0,true,LHR,Europe,London,183,3.79
140.238.171.249,2086,0,false,FRA,Europe,Frankfurt,153,3.79
132.145.55.158,2095,2095,false,LHR,Europe,London,189,3.79
152.67.219.199,2086,2086,false,NRT,Asia Pacific,Tokyo,131,3.79
130.61.209.230,2053,0,true,FRA,Europe,Frankfurt,375,3.79
140.238.97.198,8443,0,true,LHR,Europe,London,184,3.79
130.61.151.59,2082,2082,false,FRA,Europe,Frankfurt,349,3.79
152.70.87.17,2083,0,true,KIX,Asia Pacific,Osaka,85,3.79
130.61.181.187,2086,2086,false,FRA,Europe,Frankfurt,383,3.79
158.101.191.194,2083,0,true,FRA,Europe,Frankfurt,168,3.79
140.238.101.83,2053,0,true,LHR,Europe,London,168,3.79
140.238.208.112,2095,0,false,MXP,Europe,Milan,152,3.79
132.145.26.98,8443,0,true,LHR,Europe,London,160,3.78
143.47.235.142,2096,0,true,LHR,Europe,London,176,3.78
130.61.123.23,2082,0,false,FRA,Europe,Frankfurt,369,3.78
141.147.74.65,8443,0,true,LHR,Europe,London,181,3.78
158.180.58.31,443,80,true,FRA,Europe,Frankfurt,162,3.78
130.162.191.173,2083,0,true,LHR,Europe,London,161,3.78
152.67.150.0,8443,0,true,LHR,Europe,London,234,3.78
64.110.107.214,8443,0,true,KIX,Asia Pacific,Osaka,114,3.78
140.238.76.234,2087,0,true,LHR,Europe,London,163,3.78
140.238.171.253,2052,0,false,MXP,Europe,Milan,151,3.78
141.148.225.195,80,0,false,AMS,Europe,Amsterdam,175,3.78
130.162.168.65,2087,0,true,LHR,Europe,London,316,3.78
130.61.170.168,2052,2052,false,FRA,Europe,Frankfurt,161,3.78
134.65.57.79,2086,2086,false,LHR,Europe,London,172,3.78
130.61.177.23,2052,0,false,FRA,Europe,Frankfurt,351,3.78
152.70.248.209,8080,8080,false,NRT,Asia Pacific,Tokyo,110,3.78
130.61.106.24,8443,0,true,FRA,Europe,Frankfurt,171,3.78
158.101.89.56,2086,2086,false,NRT,Asia Pacific,Tokyo,385,3.78
129.151.86.81,2087,0,true,LHR,Europe,London,334,3.78
140.238.98.190,2052,2052,false,LHR,Europe,London,227,3.78
141.147.108.150,2095,2095,false,LHR,Europe,London,182,3.78
140.238.211.149,2083,0,true,MXP,Europe,Milan,259,3.78
129.151.86.240,2096,0,true,LHR,Europe,London,261,3.78
130.162.167.168,2082,2082,false,LHR,Europe,London,221,3.78
141.147.84.210,2083,0,true,LHR,Europe,London,192,3.78
207.127.93.79,2082,2082,false,ARN,Europe,Stockholm,202,3.78
140.238.73.228,8443,0,true,LHR,Europe,London,205,3.78
130.162.179.52,80,0,false,LHR,Europe,London,220,3.78
132.145.41.12,80,80,false,LHR,Europe,London,173,3.78
141.148.235.240,443,80,true,AMS,Europe,Amsterdam,365,3.78
158.101.166.134,2052,2052,false,FRA,Europe,Frankfurt,369,3.78
150.230.97.53,2052,2052,false,NRT,Asia Pacific,Tokyo,372,3.78
155.248.164.247,80,80,false,NRT,Asia Pacific,Tokyo,300,3.78
140.238.59.164,2052,2052,false,NRT,Asia Pacific,Tokyo,426,3.77
132.226.0.96,80,80,false,NRT,Asia Pacific,Tokyo,301,3.77
138.2.47.143,2096,0,true,KIX,Asia Pacific,Osaka,97,3.77
129.151.67.251,8080,8080,false,LHR,Europe,London,171,3.77
140.238.79.179,8443,0,true,LHR,Europe,London,175,3.77
150.230.98.103,2087,0,true,NRT,Asia Pacific,Tokyo,407,3.77
129.151.86.35,8080,8080,false,LHR,Europe,London,174,3.77
130.61.171.241,8443,0,true,FRA,Europe,Frankfurt,390,3.77
158.180.94.194,2086,2086,false,NRT,Asia Pacific,Tokyo,117,3.77
140.238.71.53,8443,0,true,LHR,Europe,London,176,3.77
129.159.255.103,8880,8880,false,FRA,Europe,Frankfurt,333,3.77
141.147.109.64,2095,2095,false,LHR,Europe,London,191,3.77
140.238.174.209,80,0,false,MXP,Europe,Milan,161,3.77
140.238.170.99,2052,0,false,MXP,Europe,Milan,190,3.77
130.162.171.198,80,80,false,LHR,Europe,London,196,3.77
140.238.92.22,2082,2082,false,LHR,Europe,London,181,3.77
134.65.57.79,2082,2082,false,LHR,Europe,London,171,3.77
130.162.177.73,2083,0,true,LHR,Europe,London,186,3.77
138.2.45.241,80,0,false,KIX,Asia Pacific,Osaka,90,3.77
130.162.171.42,2087,0,true,LHR,Europe,London,194,3.77
132.145.29.181,2096,0,true,LHR,Europe,London,177,3.77
132.145.28.230,2086,2086,false,LHR,Europe,London,175,3.77
141.147.81.18,8080,8080,false,LHR,Europe,London,160,3.77
129.154.211.173,2052,2052,false,NRT,Asia Pacific,Tokyo,103,3.77
138.2.36.146,2087,0,true,KIX,Asia Pacific,Osaka,79,3.77
150.230.100.108,2052,2052,false,NRT,Asia Pacific,Tokyo,304,3.77
130.162.160.229,2083,0,true,LHR,Europe,London,207,3.77
141.147.74.57,80,80,false,LHR,Europe,London,173,3.77
129.151.65.194,8880,8880,false,LHR,Europe,London,171,3.77
129.151.76.250,8880,8880,false,LHR,Europe,London,172,3.77
141.147.84.186,2087,0,true,LHR,Europe,London,160,3.77
130.162.180.38,2096,0,true,LHR,Europe,London,188,3.77
140.238.97.149,2053,0,true,LHR,Europe,London,186,3.77
138.2.34.62,8443,0,true,KIX,Asia Pacific,Osaka,79,3.77
155.248.162.18,2095,2095,false,NRT,Asia Pacific,Tokyo,335,3.76
132.226.232.252,2086,2086,false,NRT,Asia Pacific,Tokyo,322,3.76
207.127.92.172,8880,8880,false,OSL,Europe,Oslo,206,3.76
141.147.85.152,2086,2086,false,LHR,Europe,London,203,3.76
141.147.168.245,2086,2086,false,NRT,Asia Pacific,Tokyo,363,3.76
138.2.182.58,2083,0,true,FRA,Europe,Frankfurt,177,3.76
140.238.220.157,2095,0,false,MXP,Europe,Milan,151,3.76
141.147.146.149,80,0,false,KIX,Asia Pacific,Osaka,91,3.76
207.127.93.112,8880,8880,false,OSL,Europe,Oslo,202,3.76
129.154.209.138,2053,80,true,NRT,Asia Pacific,Tokyo,93,3.76
141.147.95.20,80,0,false,LHR,Europe,London,195,3.76
64.110.110.73,2053,0,true,KIX,Asia Pacific,Osaka,85,3.76
130.61.145.47,80,0,false,FRA,Europe,Frankfurt,157,3.76
130.162.182.46,2083,0,true,LHR,Europe,London,209,3.76
129.151.72.50,2082,2082,false,LHR,Europe,London,171,3.76
132.145.236.146,8443,0,true,FRA,Europe,Frankfurt,303,3.76
132.145.31.0,2087,0,true,LHR,Europe,London,195,3.76
150.230.102.44,2052,2052,false,NRT,Asia Pacific,Tokyo,364,3.76
129.151.87.216,2087,0,true,LHR,Europe,London,196,3.76
132.145.19.193,2083,0,true,LHR,Europe,London,176,3.76
140.238.211.135,2095,0,false,MXP,Europe,Milan,151,3.76
138.2.162.84,2086,2086,false,FRA,Europe,Frankfurt,152,3.76
140.238.99.30,443,80,true,LHR,Europe,London,161,3.76
141.147.72.158,2083,0,true,LHR,Europe,London,159,3.76
138.2.47.152,80,0,false,KIX,Asia Pacific,Osaka,85,3.76
138.2.42.84,2052,0,false,KIX,Asia Pacific,Osaka,87,3.76
132.226.9.123,2095,2095,false,NRT,Asia Pacific,Tokyo,354,3.76
129.154.51.223,8443,0,true,NRT,Asia Pacific,Tokyo,130,3.76
130.61.130.38,80,0,false,FRA,Europe,Frankfurt,168,3.76
140.238.1.42,80,80,false,NRT,Asia Pacific,Tokyo,105,3.76
129.151.66.160,2095,2095,false,LHR,Europe,London,172,3.76
155.248.185.214,80,80,false,NRT,Asia Pacific,Tokyo,291,3.76
140.238.75.191,2053,0,true,LHR,Europe,London,160,3.76
150.230.98.103,2095,2095,false,NRT,Asia Pacific,Tokyo,385,3.75
158.101.166.134,2086,2086,false,FRA,Europe,Frankfurt,153,3.75
132.145.23.166,2096,0,true,LHR,Europe,London,180,3.75
141.144.244.122,443,80,true,FRA,Europe,Frankfurt,174,3.75
130.162.168.219,2053,0,true,LHR,Europe,London,178,3.75
132.145.26.44,8443,0,true,LHR,Europe,London,175,3.75
158.101.70.46,2052,2052,false,NRT,Asia Pacific,Tokyo,364,3.75
129.154.211.173,8080,8080,false,NRT,Asia Pacific,Tokyo,99,3.75
140.238.92.226,443,80,true,LHR,Europe,London,172,3.75
152.67.150.166,2053,0,true,LHR,Europe,London,177,3.75
144.24.189.106,8880,0,false,FRA,Europe,Frankfurt,370,3.75
130.162.182.104,443,80,true,LHR,Europe,London,160,3.75
144.24.74.193,8443,0,true,ICN,Asia Pacific,Seoul,85,3.75
130.162.183.238,2086,2086,false,LHR,Europe,London,159,3.75
140.238.71.53,80,80,false,LHR,Europe,London,161,3.75
140.238.71.53,2082,2082,false,LHR,Europe,London,158,3.75
129.154.203.18,8880,8880,false,NRT,Asia Pacific,Tokyo,97,3.75
129.151.65.13,8080,8080,false,LHR,Europe,London,171,3.75
129.151.70.138,2087,0,true,LHR,Europe,London,259,3.75
130.61.130.177,2095,2095,false,FRA,Europe,Frankfurt,158,3.75
132.145.20.165,443,80,true,LHR,Europe,London,175,3.75
140.238.208.112,8080,0,false,MXP,Europe,Milan,182,3.75
152.70.242.51,2083,0,true,NRT,Asia Pacific,Tokyo,112,3.75
130.162.174.145,8880,8880,false,LHR,Europe,London,191,3.75
129.154.206.175,2086,2086,false,NRT,Asia Pacific,Tokyo,105,3.75
64.110.99.204,443,0,false,KIX,Asia Pacific,Osaka,76,3.75
150.230.101.152,2052,0,false,NRT,Asia Pacific,Tokyo,328,3.75
144.24.88.6,80,80,false,NRT,Asia Pacific,Tokyo,123,3.75
141.147.65.240,8443,0,true,LHR,Europe,London,375,3.75
129.151.88.75,2086,2086,false,LHR,Europe,London,172,3.75
132.145.17.65,2053,0,true,LHR,Europe,London,189,3.75
130.162.167.126,2052,2052,false,LHR,Europe,London,196,3.75
138.2.161.189,2083,0,true,FRA,Europe,Frankfurt,153,3.75
152.67.148.56,2087,0,true,LHR,Europe,London,189,3.75
130.162.185.230,2052,2052,false,LHR,Europe,London,166,3.75
132.226.9.123,2087,0,true,NRT,Asia Pacific,Tokyo,386,3.75
141.147.109.64,80,80,false,LHR,Europe,London,161,3.75
141.147.68.181,2082,2082,false,LHR,Europe,London,232,3.74
129.151.64.132,8443,0,true,LHR,Europe,London,172,3.74
129.151.87.216,2053,0,true,LHR,Europe,London,172,3.74
129.151.91.96,8443,0,true,LHR,Europe,London,173,3.74
140.238.214.59,2083,0,true,MXP,Europe,Milan,188,3.74
129.151.77.51,2095,2095,false,LHR,Europe,London,172,3.74
207.127.95.246,443,80,true,OSL,Europe,Oslo,199,3.74
134.65.60.180,2082,2082,false,LHR,Europe,London,171,3.74
132.145.17.65,443,80,true,LHR,Europe,London,176,3.74
207.127.92.214,2096,0,true,OSL,Europe,Oslo,189,3.74
129.151.67.57,2082,2082,false,LHR,Europe,London,171,3.74
130.162.165.43,2087,0,true,LHR,Europe,London,175,3.74
141.147.64.141,443,80,true,LHR,Europe,London,175,3.74
140.238.72.25,80,80,false,LHR,Europe,London,177,3.74
144.24.85.158,8880,8880,false,NRT,Asia Pacific,Tokyo,115,3.74
144.24.74.193,8880,8880,false,ICN,Asia Pacific,Seoul,82,3.74
150.230.101.152,2086,2086,false,NRT,Asia Pacific,Tokyo,395,3.74
144.24.179.165,80,0,false,FRA,Europe,Frankfurt,162,3.74
140.238.90.124,2096,0,true,LHR,Europe,London,163,3.74
129.159.205.107,2095,2095,false,FRA,Europe,Frankfurt,296,3.74
141.147.83.148,2087,0,true,LHR,Europe,London,172,3.74
130.162.162.175,2087,0,true,LHR,Europe,London,345,3.74
140.238.77.43,2096,0,true,LHR,Europe,London,175,3.74
130.61.238.48,2052,2052,false,FRA,Europe,Frankfurt,368,3.74
143.47.231.189,8443,0,true,LHR,Europe,London,165,3.74
207.127.91.224,8443,0,true,OSL,Europe,Oslo,226,3.74
144.24.72.215,2095,0,false,NRT,Asia Pacific,Tokyo,112,3.74
141.147.85.30,2096,0,true,LHR,Europe,London,180,3.74
130.61.179.69,2095,0,false,FRA,Europe,Frankfurt,163,3.74
141.147.81.184,2095,2095,false,LHR,Europe,London,190,3.74
129.151.67.18,2087,0,true,LHR,Europe,London,192,3.74
155.248.174.72,2053,0,true,NRT,Asia Pacific,Tokyo,324,3.74
141.148.233.29,2083,0,true,AMS,Europe,Amsterdam,173,3.74
150.230.98.103,8080,8080,false,NRT,Asia Pacific,Tokyo,378,3.74
158.180.45.81,2082,2082,false,FRA,Europe,Frankfurt,306,3.74
141.144.244.192,443,80,true,FRA,Europe,Frankfurt,179,3.74
143.47.245.79,2096,0,true,LHR,Europe,London,161,3.74
129.151.64.73,2082,2082,false,LHR,Europe,London,172,3.74
143.47.228.216,2083,0,true,LHR,Europe,London,195,3.74
129.151.69.185,2086,2086,false,LHR,Europe,London,172,3.74
129.159.195.1,8880,8880,false,FRA,Europe,Frankfurt,164,3.74
129.151.70.138,2053,0,true,LHR,Europe,London,190,3.74
144.24.90.107,2052,2052,false,ICN,Asia Pacific,Seoul,79,3.73
134.65.60.246,8880,8880,false,LHR,Europe,London,172,3.73
130.162.182.17,2083,0,true,LHR,Europe,London,203,3.73
129.154.222.196,8443,0,true,NRT,Asia Pacific,Tokyo,237,3.73
64.110.102.46,2083,0,true,KIX,Asia Pacific,Osaka,311,3.73
129.154.215.81,2082,2082,false,ICN,Asia Pacific,Seoul,76,3.73
129.151.72.10,8080,8080,false,LHR,Europe,London,171,3.73
132.145.17.149,8443,0,true,LHR,Europe,London,183,3.73
152.70.247.24,2082,2082,false,NRT,Asia Pacific,Tokyo,99,3.73
140.238.88.23,8080,8080,false,LHR,Europe,London,177,3.73
146.56.146.131,443,80,true,NRT,Asia Pacific,Tokyo,92,3.73
129.154.202.202,443,80,true,NRT,Asia Pacific,Tokyo,87,3.73
132.145.24.90,2096,0,true,LHR,Europe,London,160,3.73
168.138.47.238,8443,0,false,KIX,Asia Pacific,Osaka,84,3.73
141.147.151.134,2082,0,false,KIX,Asia Pacific,Osaka,86,3.73
207.127.88.91,8880,8880,false,OSL,Europe,Oslo,189,3.73
152.70.95.226,2053,0,true,NRT,Asia Pacific,Tokyo,167,3.73
140.238.6.43,443,0,true,NRT,Asia Pacific,Tokyo,112,3.73
138.2.35.51,2082,2082,false,NRT,Asia Pacific,Tokyo,83,3.73
64.110.110.127,443,0,true,KIX,Asia Pacific,Osaka,98,3.73
152.70.92.11,2083,0,true,ICN,Asia Pacific,Seoul,80,3.73
152.67.146.81,2083,0,true,LHR,Europe,London,227,3.73
130.61.209.84,8080,0,false,FRA,Europe,Frankfurt,173,3.73
140.238.97.129,2083,0,true,LHR,Europe,London,160,3.73
146.56.119.35,8443,0,true,NRT,Asia Pacific,Tokyo,131,3.73
141.147.79.93,2095,2095,false,LHR,Europe,London,182,3.73
130.61.184.191,2096,0,true,FRA,Europe,Frankfurt,222,3.73
131.186.44.114,443,0,true,NRT,Asia Pacific,Tokyo,373,3.73
130.162.170.90,2096,0,true,LHR,Europe,London,198,3.73
168.138.34.144,2095,0,false,KIX,Asia Pacific,Osaka,82,3.73
64.110.101.10,8080,8080,false,NRT,Asia Pacific,Tokyo,94,3.73
129.151.74.6,2052,2052,false,LHR,Europe,London,172,3.73
130.61.178.70,2087,0,true,FRA,Europe,Frankfurt,395,3.73
141.147.65.22,80,80,false,LHR,Europe,London,174,3.73
140.238.67.43,2053,0,true,LHR,Europe,London,180,3.73
132.145.240.181,8880,8880,false,FRA,Europe,Frankfurt,321,3.72
130.61.215.50,2086,0,false,FRA,Europe,Frankfurt,252,3.72
152.70.88.240,80,0,false,NRT,Asia Pacific,Tokyo,106,3.72
141.147.70.114,2086,2086,false,LHR,Europe,London,177,3.72
207.127.93.112,2082,2082,false,OSL,Europe,Oslo,194,3.72
130.162.174.145,2095,2095,false,LHR,Europe,London,184,3.72
129.154.54.90,443,80,true,NRT,Asia Pacific,Tokyo,146,3.72
138.2.41.224,2052,0,false,KIX,Asia Pacific,Osaka,87,3.72
132.226.232.252,8880,8880,false,NRT,Asia Pacific,Tokyo,334,3.72
129.159.242.246,2095,2095,false,FRA,Europe,Frankfurt,360,3.72
130.61.232.96,8880,8880,false,FRA,Europe,Frankfurt,342,3.72
146.56.118.129,443,80,true,NRT,Asia Pacific,Tokyo,115,3.72
152.67.150.166,2083,0,true,LHR,Europe,London,177,3.72
129.151.81.169,2053,0,true,LHR,Europe,London,235,3.72
132.145.29.194,8080,8080,false,LHR,Europe,London,161,3.72
150.230.102.44,2095,0,false,NRT,Asia Pacific,Tokyo,387,3.72
64.110.109.23,443,0,true,KIX,Asia Pacific,Osaka,224,3.72
152.67.132.204,2053,0,true,LHR,Europe,London,181,3.72
130.162.165.116,8880,8880,false,LHR,Europe,London,167,3.72
131.186.35.5,2087,0,true,NRT,Asia Pacific,Tokyo,378,3.72
129.154.216.233,2096,0,true,NRT,Asia Pacific,Tokyo,181,3.72
144.21.49.45,2082,0,false,LHR,Europe,London,161,3.72
207.127.92.70,2052,2052,false,OSL,Europe,Oslo,260,3.72
130.61.130.177,8080,8080,false,FRA,Europe,Frankfurt,153,3.72
144.24.172.99,2083,0,true,FRA,Europe,Frankfurt,398,3.72
138.2.183.245,443,80,true,FRA,Europe,Frankfurt,163,3.72
150.230.149.10,8880,0,false,FRA,Europe,Frankfurt,169,3.72
138.2.158.152,2096,0,true,FRA,Europe,Frankfurt,192,3.72
146.56.134.249,2087,0,true,NRT,Asia Pacific,Tokyo,123,3.72
158.101.170.204,2095,2095,false,FRA,Europe,Frankfurt,389,3.72
129.151.89.161,8443,0,true,LHR,Europe,London,259,3.72
129.151.69.226,8080,8080,false,LHR,Europe,London,171,3.72
207.127.95.56,2053,2053,true,OSL,Europe,Oslo,197,3.72
129.151.83.27,2053,0,true,LHR,Europe,London,172,3.72
132.145.32.210,2095,2095,false,LHR,Europe,London,190,3.72
140.238.99.30,8880,8880,false,LHR,Europe,London,177,3.72
64.110.104.123,2096,0,true,KIX,Asia Pacific,Osaka,125,3.72
152.67.65.27,2052,0,false,MXP,Europe,Milan,174,3.72
207.127.95.194,8080,8080,false,ARN,Europe,Stockholm,199,3.71
129.154.58.182,8880,8880,false,NRT,Asia Pacific,Tokyo,115,3.71
138.2.46.147,2052,0,false,KIX,Asia Pacific,Osaka,87,3.71
129.159.248.123,8443,0,true,FRA,Europe,Frankfurt,353,3.71
130.61.183.200,2083,0,true,FRA,Europe,Frankfurt,428,3.71
140.238.98.65,2086,2086,false,LHR,Europe,London,184,3.71
129.151.81.169,8880,8880,false,LHR,Europe,London,172,3.71
129.159.242.246,2082,2082,false,FRA,Europe,Frankfurt,309,3.71
207.127.88.245,2096,0,true,OSL,Europe,Oslo,232,3.71
129.151.72.7,2052,2052,false,LHR,Europe,London,172,3.71
129.154.213.250,2053,0,true,NRT,Asia Pacific,Tokyo,128,3.71
130.162.162.175,2053,0,true,LHR,Europe,London,238,3.71
64.110.99.5,2083,0,true,NRT,Asia Pacific,Tokyo,114,3.71
132.226.232.252,2095,2095,false,NRT,Asia Pacific,Tokyo,341,3.71
129.151.75.64,2086,2086,false,LHR,Europe,London,174,3.71
130.61.22.213,2087,0,true,FRA,Europe,Frankfurt,365,3.71
144.24.88.6,8443,0,true,NRT,Asia Pacific,Tokyo,176,3.71
132.145.12.100,2096,0,true,LHR,Europe,London,171,3.71
152.70.246.202,2052,2052,false,NRT,Asia Pacific,Tokyo,105,3.71
140.238.171.253,2086,0,false,MXP,Europe,Milan,151,3.71
132.145.17.200,2096,0,true,LHR,Europe,London,221,3.71
140.238.93.138,2083,0,true,LHR,Europe,London,161,3.71
132.145.25.79,2083,0,true,LHR,Europe,London,174,3.71
130.61.215.34,80,80,false,FRA,Europe,Frankfurt,341,3.71
193.122.114.185,80,80,false,NRT,Asia Pacific,Tokyo,107,3.71
140.238.220.128,2095,0,false,MXP,Europe,Milan,196,3.71
64.110.101.106,2083,0,true,KIX,Asia Pacific,Osaka,126,3.70
129.154.61.208,8443,0,true,NRT,Asia Pacific,Tokyo,169,3.70
141.147.185.115,2082,0,false,NRT,Asia Pacific,Tokyo,384,3.70
140.238.171.253,2082,0,false,MXP,Europe,Milan,161,3.70
129.154.221.7,2095,2095,false,NRT,Asia Pacific,Tokyo,100,3.70
141.147.80.182,8080,8080,false,LHR,Europe,London,181,3.70
132.145.239.139,2086,0,false,FRA,Europe,Frankfurt,342,3.70
141.148.234.215,8443,0,true,AMS,Europe,Amsterdam,163,3.70
207.127.92.70,8880,8880,false,OSL,Europe,Oslo,187,3.70
158.180.89.12,2082,2082,false,NRT,Asia Pacific,Tokyo,107,3.70
129.151.70.52,2096,0,true,LHR,Europe,London,174,3.70
140.238.73.197,2053,0,true,LHR,Europe,London,160,3.70
130.162.184.194,443,0,true,LHR,Europe,London,220,3.70
207.127.89.60,8080,8080,false,OSL,Europe,Oslo,203,3.70
152.67.142.140,2096,0,true,LHR,Europe,London,181,3.70
207.127.92.70,8080,8080,false,OSL,Europe,Oslo,188,3.70
140.238.39.132,2053,0,true,NRT,Asia Pacific,Tokyo,388,3.70
140.238.101.1,2087,0,true,LHR,Europe,London,229,3.70
130.61.202.186,2087,0,true,FRA,Europe,Frankfurt,346,3.70
207.127.95.27,2086,2086,false,OSL,Europe,Oslo,199,3.70
130.162.175.198,2087,0,true,LHR,Europe,London,184,3.70
152.67.128.158,443,80,true,LHR,Europe,London,162,3.70
140.238.221.71,8880,0,false,MXP,Europe,Milan,165,3.70
158.180.95.52,2052,2052,false,NRT,Asia Pacific,Tokyo,111,3.70
130.162.165.116,443,80,true,LHR,Europe,London,177,3.70
140.238.222.51,8080,0,false,ZRH,Europe,Zurich,148,3.70
144.24.75.250,2095,2095,false,ICN,Asia Pacific,Seoul,82,3.70
129.151.70.52,2083,0,true,LHR,Europe,London,195,3.69
138.2.37.181,8880,0,false,KIX,Asia Pacific,Osaka,85,3.69
141.144.252.110,2082,0,false,FRA,Europe,Frankfurt,158,3.69
